Year,Institute_Type,Institute,Academic Program Name,Program_Year,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,HS,SC,GN,3484.0,4545.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,HS,SC,F,5387.0,5650.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,HS,ST,GN,1608.0,1947.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,HS,ST,F,1413.0,1413.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OPEN,GN,14801.0,24715.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OPEN,F,22814.0,29144.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OPEN (PWD),GN,1517.0,1517.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,EWS,GN,3601.0,3847.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,EWS,F,6490.0,6490.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OBC-NCL,GN,6872.0,8652.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OBC-NCL,F,12029.0,13825.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,OBC-NCL (PWD),GN,980.0,980.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,SC,GN,4129.0,5214.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,SC,F,6383.0,6399.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,ST,GN,1308.0,2729.0,6
2021.0,NIT,NIT Jaipur,Chem Engg (BTech),4,OS,ST,F,2958.0,2958.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,OPEN,GN,14075.0,25217.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,OPEN,F,22196.0,34197.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,OPEN (PWD),GN,1153.0,1215.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,EWS,GN,3849.0,4469.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,EWS,F,7648.0,7648.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,OBC-NCL,GN,5882.0,8408.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,OBC-NCL,F,10855.0,13834.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,SC,GN,1226.0,3110.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,SC,F,3917.0,3969.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,ST,GN,208.0,424.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,HS,ST,F,631.0,631.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,OPEN,GN,11345.0,27936.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,OPEN,F,33792.0,41188.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,OPEN (PWD),GN,1095.0,1095.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,EWS,GN,4173.0,4416.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,EWS,F,6700.0,6700.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,EWS (PWD),GN,132.0,132.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,OBC-NCL,GN,6784.0,9592.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,OBC-NCL,F,17125.0,18112.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,SC,GN,2648.0,4120.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,SC,F,6036.0,6223.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,ST,GN,462.0,795.0,6
2021.0,NIT,NIT Jaipur,Civil (BTech),4,OS,ST,F,1390.0,1390.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OPEN,GN,340.0,3816.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OPEN,F,5612.0,8241.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OPEN (PWD),GN,215.0,215.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,EWS,GN,558.0,655.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,EWS,F,1563.0,1563.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,EWS (PWD),GN,111.0,111.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OBC-NCL,GN,1025.0,2212.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OBC-NCL,F,2753.0,3003.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,OBC-NCL (PWD),GN,105.0,105.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,SC,GN,431.0,1124.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,SC,F,1059.0,2777.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,ST,GN,369.0,410.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,HS,ST,F,425.0,425.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OPEN,GN,24.0,3142.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OPEN,F,1863.0,5129.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OPEN (PWD),GN,91.0,91.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OPEN (PWD),F,163.0,163.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,EWS,GN,368.0,538.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,EWS,F,1289.0,1289.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OBC-NCL,GN,1056.0,1485.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OBC-NCL,F,1515.0,3121.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,OBC-NCL (PWD),GN,85.0,85.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,SC,GN,197.0,1022.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,SC,F,1113.0,1113.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,SC (PWD),GN,78.0,78.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,ST,GN,237.0,290.0,6
2021.0,NIT,NIT Jaipur,CSE (BTech),4,OS,ST,F,335.0,335.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OPEN,GN,8954.0,12749.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OPEN,F,13526.0,17741.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OPEN (PWD),F,241.0,241.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,EWS,GN,1749.0,2036.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,EWS,F,2769.0,2769.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OBC-NCL,GN,2864.0,4400.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OBC-NCL,F,7868.0,8681.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,OBC-NCL (PWD),GN,641.0,641.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,SC,GN,1287.0,2500.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,SC,F,3401.0,3401.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,ST,GN,367.0,496.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,HS,ST,F,949.0,949.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OPEN,GN,10540.0,14500.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OPEN,F,14425.0,21717.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OPEN (PWD),GN,588.0,588.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,EWS,GN,1968.0,2144.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,EWS,F,3306.0,3306.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OBC-NCL,GN,3924.0,5345.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OBC-NCL,F,9323.0,9975.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,OBC-NCL (PWD),GN,438.0,438.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,SC,GN,2650.0,3145.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,SC,F,3993.0,4081.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,ST,GN,401.0,1162.0,6
2021.0,NIT,NIT Jaipur,EE (BTech),4,OS,ST,F,1339.0,1339.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OPEN,GN,4695.0,8538.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OPEN,F,8467.0,11395.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OPEN (PWD),F,562.0,562.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,EWS,GN,1065.0,1132.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,EWS,F,2173.0,2173.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OBC-NCL,GN,2524.0,3322.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OBC-NCL,F,3019.0,5076.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,OBC-NCL (PWD),GN,245.0,245.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,SC,GN,869.0,2357.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,SC,F,3087.0,3087.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,ST,GN,523.0,789.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,HS,ST,F,943.0,943.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OPEN,GN,3420.0,9726.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OPEN,F,6541.0,12824.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OPEN (PWD),F,945.0,945.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,EWS,GN,1326.0,1409.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,EWS,F,1756.0,1756.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,EWS (PWD),GN,57.0,57.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OBC-NCL,GN,3108.0,3567.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OBC-NCL,F,5561.0,6321.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,OBC-NCL (PWD),GN,164.0,164.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,SC,GN,1225.0,2368.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,SC,F,2649.0,2649.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,ST,GN,604.0,772.0,6
2021.0,NIT,NIT Jaipur,ECE (BTech),4,OS,ST,F,976.0,976.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,OPEN,GN,13008.0,19747.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,OPEN,F,24768.0,29164.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,OPEN (PWD),GN,1245.0,1245.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,EWS,GN,2817.0,3323.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,EWS,F,6916.0,6916.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,OBC-NCL,GN,4660.0,6719.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,OBC-NCL,F,11838.0,14591.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,SC,GN,2957.0,3538.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,SC,F,5888.0,6103.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,ST,GN,741.0,1057.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,HS,ST,F,1137.0,1137.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,OPEN,GN,9779.0,19453.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,OPEN,F,24175.0,30951.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,OPEN (PWD),GN,901.0,901.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,EWS,GN,2773.0,2943.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,EWS,F,5060.0,5060.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,EWS (PWD),GN,217.0,217.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,OBC-NCL,GN,6022.0,7207.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,OBC-NCL,F,14802.0,15569.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,SC,GN,3036.0,4405.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,SC,F,5944.0,5944.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,ST,GN,687.0,1238.0,6
2021.0,NIT,NIT Jaipur,Mech (BTech),4,OS,ST,F,2893.0,2893.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,OPEN,GN,28729.0,39044.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,OPEN,F,34496.0,43413.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,EWS,GN,6081.0,6442.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,EWS,F,6746.0,7824.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,OBC-NCL,GN,10175.0,11843.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,OBC-NCL,F,15081.0,17615.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,SC,GN,5114.0,7802.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,SC,F,7222.0,9051.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,ST,GN,2159.0,2462.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,HS,ST,F,2827.0,3447.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,OPEN,GN,28299.0,37506.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,OPEN,F,37253.0,54742.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,OPEN (PWD),GN,1225.0,1225.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,EWS,GN,5685.0,5976.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,EWS,F,9132.0,9146.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,OBC-NCL,GN,9875.0,12070.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,OBC-NCL,F,18997.0,19972.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,SC,GN,5257.0,6619.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,SC,F,8243.0,8517.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,ST,GN,2789.0,3006.0,6
2021.0,NIT,NIT Jaipur,MME (BTech),4,OS,ST,F,3642.0,3642.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,OPEN,GN,502.0,2853.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,OPEN,F,176.0,1604.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,EWS,GN,304.0,596.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,EWS,F,453.0,453.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,OBC-NCL,GN,812.0,2964.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,OBC-NCL,F,805.0,1018.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,SC,GN,249.0,503.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,SC,F,354.0,354.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,ST,GN,301.0,388.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,HS,ST,F,287.0,287.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,OPEN,GN,813.0,971.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,OPEN,F,534.0,745.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,EWS,GN,170.0,213.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,EWS,F,201.0,201.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,OBC-NCL,GN,313.0,501.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,OBC-NCL,F,392.0,430.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,SC,GN,219.0,253.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,SC,F,233.0,254.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,ST,GN,83.0,117.0,6
2021.0,NIT,NIT Bhopal,Architecture (BArch),5,OS,ST,F,93.0,93.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,OPEN,GN,11335.0,35283.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,OPEN,F,39033.0,39320.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,EWS,GN,5733.0,5900.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,EWS,F,6195.0,6195.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,OBC-NCL,GN,10980.0,13570.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,OBC-NCL,F,14273.0,15586.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,SC,GN,5975.0,6823.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,SC,F,8210.0,8210.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,ST,GN,2670.0,2911.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,HS,ST,F,2233.0,2233.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,OPEN,GN,26331.0,32372.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,OPEN,F,33823.0,36852.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,OPEN (PWD),GN,1920.0,1920.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,EWS,GN,4959.0,5023.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,EWS,F,6862.0,6862.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,OBC-NCL,GN,9304.0,11272.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,OBC-NCL,F,14744.0,15277.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,SC,GN,5618.0,6831.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,SC,F,8006.0,8006.0,6
2021.0,NIT,NIT Bhopal,Chem Engg (BTech),4,OS,ST,GN,2476.0,2818.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,OPEN,GN,30960.0,42360.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,OPEN,F,39376.0,46790.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,OPEN (PWD),GN,1513.0,1513.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,EWS,GN,6576.0,6691.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,EWS,F,7412.0,7412.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,OBC-NCL,GN,11550.0,14463.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,OBC-NCL,F,17487.0,19547.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,SC,GN,5363.0,7540.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,SC,F,7606.0,7624.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,ST,GN,1218.0,1970.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,HS,ST,F,1222.0,1222.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OPEN,GN,27621.0,35372.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OPEN,F,36703.0,44625.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OPEN (PWD),GN,1369.0,1369.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,EWS,GN,5318.0,5662.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,EWS,F,8535.0,8535.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OBC-NCL,GN,9460.0,11242.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OBC-NCL,F,18658.0,18721.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,OBC-NCL (PWD),GN,577.0,577.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,SC,GN,3952.0,5746.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,SC,F,5715.0,5979.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,ST,GN,1252.0,1348.0,6
2021.0,NIT,NIT Bhopal,Civil (BTech),4,OS,ST,F,2117.0,2117.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OPEN,GN,4094.0,9433.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OPEN,F,11046.0,17138.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OPEN (PWD),GN,259.0,310.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OPEN (PWD),F,481.0,481.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,EWS,GN,1241.0,1597.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,EWS,F,2378.0,2801.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OBC-NCL,GN,2382.0,3620.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OBC-NCL,F,4086.0,6482.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,OBC-NCL (PWD),GN,160.0,220.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,SC,GN,1114.0,2335.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,SC,F,1834.0,3298.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,SC (PWD),GN,114.0,114.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,ST,GN,731.0,1096.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,HS,ST,F,539.0,920.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OPEN,GN,5179.0,7244.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OPEN,F,8766.0,11221.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OPEN (PWD),GN,221.0,314.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,EWS,GN,902.0,1033.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,EWS,F,1934.0,2011.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,EWS (PWD),GN,40.0,40.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OBC-NCL,GN,1491.0,2552.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OBC-NCL,F,3746.0,5049.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,OBC-NCL (PWD),GN,142.0,142.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,SC,GN,1306.0,1792.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,SC,F,1711.0,2695.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,ST,GN,493.0,692.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,ST,F,790.0,919.0,6
2021.0,NIT,NIT Bhopal,CSE (BTech),4,OS,ST (PWD),GN,18.0,18.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OPEN,GN,14137.0,21125.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OPEN,F,26759.0,33351.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OPEN (PWD),GN,914.0,1739.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,EWS,GN,3020.0,3519.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,EWS,F,5745.0,5745.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,EWS (PWD),GN,194.0,194.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OBC-NCL,GN,6318.0,8023.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OBC-NCL,F,10836.0,14206.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,OBC-NCL (PWD),GN,663.0,663.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,SC,GN,3472.0,4842.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,SC,F,4563.0,4763.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,ST,GN,1077.0,1950.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,HS,ST,F,2042.0,2042.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OPEN,GN,14816.0,19898.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OPEN,F,22623.0,27273.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OPEN (PWD),GN,748.0,748.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,EWS,GN,2803.0,2956.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,EWS,F,4823.0,4823.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OBC-NCL,GN,5257.0,6403.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OBC-NCL,F,12521.0,12806.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,OBC-NCL (PWD),GN,530.0,530.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,SC,GN,3568.0,4036.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,SC,F,5296.0,5566.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,ST,GN,1430.0,1672.0,6
2021.0,NIT,NIT Bhopal,EE (BTech),4,OS,ST,F,1855.0,1855.0,6
