Year,Institute_Type,Institute,Academic Program Name,Program_Year,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
2022.0,NIT,NIT Delhi,CSE (BTech),4,OS,OBC-NCL (PWD),F,156.0,156.0,6
2022.0,NIT,NIT Delhi,CSE (BTech),4,OS,SC,GN,537.0,990.0,6
2022.0,NIT,NIT Delhi,CSE (BTech),4,OS,SC,F,364.0,1062.0,6
2022.0,NIT,NIT Delhi,CSE (BTech),4,OS,ST,GN,266.0,415.0,6
2022.0,NIT,NIT Delhi,CSE (BTech),4,OS,ST,F,606.0,606.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,OPEN,GN,22141.0,30176.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,OPEN,F,31675.0,39418.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,OPEN (PWD),GN,1474.0,1474.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,EWS,GN,6284.0,7839.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,EWS,F,9722.0,9722.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,OBC-NCL,GN,10327.0,12935.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,OBC-NCL,F,27022.0,27978.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,SC,GN,3288.0,6323.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,SC,F,10672.0,10672.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,ST,GN,1822.0,2527.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,HS,ST,F,7805.0,7805.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,OPEN,GN,16602.0,21413.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,OPEN,F,19761.0,24923.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,EWS,GN,3282.0,3370.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,EWS,F,4830.0,4830.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,EWS (PWD),GN,158.0,158.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,OBC-NCL,GN,5686.0,7222.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,OBC-NCL,F,10780.0,11161.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,OBC-NCL (PWD),GN,411.0,411.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,SC,GN,1650.0,3519.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,SC,F,3797.0,3797.0,6
2022.0,NIT,NIT Delhi,EE (BTech),4,OS,ST,GN,813.0,935.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,OPEN,GN,14289.0,19406.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,OPEN,F,21068.0,22132.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,OPEN (PWD),GN,1348.0,1348.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,EWS,GN,4305.0,6207.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,EWS,F,7584.0,7584.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,OBC-NCL,GN,7749.0,9445.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,OBC-NCL,F,15512.0,18247.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,SC,GN,1713.0,4526.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,SC,F,5604.0,5604.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,ST,GN,1383.0,1635.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,HS,ST,F,7878.0,7878.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,OPEN,GN,11054.0,16068.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,OPEN,F,16947.0,22242.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,EWS,GN,2217.0,2238.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,EWS (PWD),F,212.0,212.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,OBC-NCL,GN,4293.0,5128.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,OBC-NCL,F,7923.0,9371.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,SC,GN,1981.0,2365.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,SC,F,1910.0,1910.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,ST,GN,443.0,624.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,ST,F,1391.0,1391.0,6
2022.0,NIT,NIT Delhi,ECE (BTech),4,OS,ST (PWD),GN,33.0,33.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,OPEN,GN,30438.0,41467.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,OPEN,F,48872.0,51612.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,EWS,GN,7963.0,8785.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,OBC-NCL,GN,14199.0,16631.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,OBC-NCL,F,30942.0,31267.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,SC,GN,4856.0,7503.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,SC,F,9938.0,9938.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,HS,ST,GN,2488.0,3743.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,OPEN,GN,18073.0,26275.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,OPEN,F,32876.0,37103.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,OPEN (PWD),GN,1735.0,1735.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,EWS,GN,4054.0,4121.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,EWS,F,5999.0,5999.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,OBC-NCL,GN,7442.0,9797.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,OBC-NCL,F,16131.0,16568.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,SC,GN,4012.0,4544.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,SC,F,5033.0,5033.0,6
2022.0,NIT,NIT Delhi,Mech (BTech),4,OS,ST,GN,1591.0,1618.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,OPEN,GN,23324.0,48765.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,OPEN,F,33071.0,38463.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,EWS,GN,11565.0,12544.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,EWS,F,23022.0,23022.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,OBC-NCL,GN,15312.0,31055.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,OBC-NCL,F,20345.0,47449.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,SC,GN,6394.0,7325.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,SC,F,3308.0,3308.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,ST,GN,6375.0,7011.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,HS,ST,F,5445.0,5445.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,OPEN,GN,43622.0,48341.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,OPEN,F,34824.0,44404.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,EWS,GN,7537.0,7574.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,EWS,F,8984.0,8984.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,OBC-NCL,GN,14044.0,15159.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,OBC-NCL,F,18100.0,18221.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,SC,GN,6481.0,7156.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,SC,F,9498.0,9498.0,6
2022.0,NIT,NIT Durgapur,BioTech (BTech),4,OS,ST,GN,2506.0,2755.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,HS,OPEN,GN,40790.0,40790.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,HS,EWS,GN,13393.0,13393.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,HS,OBC-NCL,F,35472.0,35472.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,HS,SC,GN,5700.0,5700.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,OS,OPEN,GN,43307.0,43307.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,OS,OBC-NCL,GN,15152.0,15152.0,6
2022.0,NIT,NIT Durgapur,Biotechnology (DD),5,OS,ST,F,708.0,708.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,OPEN,GN,22567.0,35089.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,OPEN,F,28205.0,35528.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,OPEN (PWD),GN,1726.0,1726.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,EWS,GN,8274.0,9742.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,EWS,F,15949.0,15949.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,OBC-NCL,GN,14244.0,22250.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,OBC-NCL,F,21099.0,31613.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,SC,GN,3526.0,5129.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,SC,F,4724.0,4724.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,ST,GN,6215.0,6984.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,HS,ST,F,3910.0,3910.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,OPEN,GN,33432.0,36501.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,OPEN,F,36515.0,41068.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,OPEN (PWD),GN,1935.0,1935.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,EWS,GN,5288.0,5503.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,EWS,F,7069.0,7069.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,OBC-NCL,GN,10669.0,11933.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,OBC-NCL,F,15449.0,15449.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,SC,GN,5395.0,6069.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,SC,F,7174.0,7174.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,ST,GN,1869.0,1899.0,6
2022.0,NIT,NIT Durgapur,Chem Engg (BTech),4,OS,ST,F,2699.0,2699.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,HS,OPEN,F,40714.0,40714.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,HS,OBC-NCL,GN,23196.0,23196.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,HS,SC,GN,3728.0,3728.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,OS,OPEN,GN,36424.0,36424.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,OS,EWS,F,8364.0,8364.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,OS,OBC-NCL,GN,10242.0,10242.0,6
2022.0,NIT,NIT Durgapur,Chem (DD),5,OS,ST,F,3639.0,3639.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,OPEN,GN,51387.0,54787.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,OPEN,F,50847.0,50847.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,EWS,GN,12916.0,12916.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,OBC-NCL,GN,35044.0,36029.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,SC,GN,8439.0,8439.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,HS,SC,F,11796.0,11796.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,OPEN,GN,43859.0,50512.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,OPEN,F,63008.0,63008.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,EWS,GN,7924.0,7924.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,OBC-NCL,GN,15245.0,16114.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,OBC-NCL,F,21934.0,21934.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,SC,GN,8244.0,8244.0,6
2022.0,NIT,NIT Durgapur,Chemistry (Integrated Master of Science),5,OS,ST,GN,3378.0,3378.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,OPEN,GN,31496.0,41294.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,OPEN,F,42341.0,48329.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,EWS,GN,8242.0,9112.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,EWS,F,23784.0,23784.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,OBC-NCL,GN,20371.0,23416.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,OBC-NCL,F,39542.0,41170.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,SC,GN,5889.0,7175.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,SC,F,9913.0,10112.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,ST,GN,4873.0,6151.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,HS,ST,F,6328.0,6328.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,OPEN,GN,34128.0,41543.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,OPEN,F,43339.0,46680.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,EWS,GN,6098.0,6206.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,EWS,F,7605.0,7605.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,OBC-NCL,GN,11782.0,12572.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,OBC-NCL,F,13967.0,17465.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,OBC-NCL (PWD),GN,274.0,274.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,SC,GN,4735.0,5353.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,SC,F,6408.0,7101.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,ST,GN,1301.0,1311.0,6
2022.0,NIT,NIT Durgapur,Civil (BTech),4,OS,ST,F,2450.0,2450.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OPEN,GN,4363.0,11092.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OPEN,F,5203.0,13097.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OPEN (PWD),GN,91.0,91.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OPEN (PWD),F,161.0,161.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,EWS,GN,2115.0,2811.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,EWS,F,2729.0,3796.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,EWS (PWD),GN,200.0,200.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OBC-NCL,GN,3560.0,7688.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OBC-NCL,F,8438.0,14738.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,OBC-NCL (PWD),GN,53.0,53.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,SC,GN,325.0,1583.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,SC,F,633.0,1603.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,SC (PWD),GN,36.0,36.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,ST,GN,136.0,1285.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,HS,ST,F,532.0,1972.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OPEN,GN,5464.0,8689.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OPEN,F,10080.0,11683.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OPEN (PWD),GN,142.0,142.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,EWS,GN,1154.0,1261.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,EWS,F,1662.0,1730.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OBC-NCL,GN,1852.0,2599.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OBC-NCL,F,3037.0,4925.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,OBC-NCL (PWD),GN,85.0,85.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,SC,GN,579.0,971.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,SC,F,1000.0,1260.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,SC (PWD),GN,39.0,39.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,ST,GN,53.0,213.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,ST,F,600.0,615.0,6
2022.0,NIT,NIT Durgapur,CSE (BTech),4,OS,ST (PWD),F,35.0,35.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,OPEN,GN,11679.0,19712.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,OPEN,F,21185.0,24531.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,OPEN (PWD),GN,431.0,431.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,EWS,GN,6024.0,6935.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,EWS,F,12336.0,12336.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,OBC-NCL,GN,10007.0,12634.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,OBC-NCL,F,19012.0,20083.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,SC,GN,1789.0,2960.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,SC,F,3079.0,4472.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,ST,GN,1466.0,2199.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,HS,ST,F,4282.0,4282.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OPEN,GN,17186.0,21597.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OPEN,F,24823.0,28340.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OPEN (PWD),GN,798.0,798.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,EWS,GN,3066.0,3415.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,EWS,F,4285.0,4285.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OBC-NCL,GN,5963.0,6650.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OBC-NCL,F,9336.0,9760.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,OBC-NCL (PWD),GN,346.0,346.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,SC,GN,2768.0,3239.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,SC,F,4623.0,4937.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,ST,GN,863.0,887.0,6
2022.0,NIT,NIT Durgapur,EE (BTech),4,OS,ST,F,1388.0,1388.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OPEN,GN,4073.0,15843.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OPEN,F,15372.0,18956.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OPEN (PWD),F,857.0,857.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,EWS,GN,4518.0,5189.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,EWS,F,11132.0,11132.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OBC-NCL,GN,7894.0,9600.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OBC-NCL,F,13680.0,18577.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,OBC-NCL (PWD),GN,593.0,593.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,SC,GN,1602.0,2108.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,SC,F,2943.0,2943.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,ST,GN,1945.0,2106.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,HS,ST,F,2440.0,2440.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,OPEN,GN,11434.0,14177.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,OPEN,F,15174.0,16975.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,OPEN (PWD),GN,383.0,383.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,EWS,GN,1945.0,2154.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,EWS,F,2603.0,2603.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,OBC-NCL,GN,3480.0,4052.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,OBC-NCL,F,5445.0,6005.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,SC,GN,1627.0,1881.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,SC,F,2664.0,2827.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,SC (PWD),GN,25.0,25.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,ST,GN,405.0,710.0,6
2022.0,NIT,NIT Durgapur,ECE (BTech),4,OS,ST,F,1342.0,1342.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OPEN,GN,19223.0,31048.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OPEN,F,31086.0,39660.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OPEN (PWD),GN,1492.0,1492.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OPEN (PWD),F,2425.0,2425.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,EWS,GN,7014.0,7596.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,EWS,F,16055.0,25085.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OBC-NCL,GN,14303.0,21850.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,OBC-NCL,F,21857.0,29483.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,SC,GN,3411.0,4784.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,SC,F,8160.0,8818.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,ST,GN,2883.0,4493.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,HS,ST,F,6069.0,11707.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OPEN,GN,20446.0,31045.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OPEN,F,40173.0,44080.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OPEN (PWD),GN,1318.0,1318.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,EWS,GN,4429.0,4703.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,EWS,F,6568.0,6910.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OBC-NCL,GN,8251.0,9937.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OBC-NCL,F,14649.0,16424.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,OBC-NCL (PWD),GN,687.0,687.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,SC,GN,3219.0,4740.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,SC,F,5773.0,6927.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,ST,GN,1267.0,1504.0,6
2022.0,NIT,NIT Durgapur,Mech (BTech),4,OS,ST,F,2140.0,2173.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,OPEN,GN,32995.0,44601.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,OPEN,F,44630.0,47533.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,EWS,GN,9998.0,10620.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,EWS,F,22699.0,22699.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,OBC-NCL,GN,21504.0,27029.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,OBC-NCL,F,33303.0,33303.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,SC,GN,5632.0,6833.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,SC,F,10213.0,10213.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,ST,GN,3277.0,3277.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,HS,ST,F,12574.0,12574.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,OPEN,GN,36165.0,45818.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,OPEN,F,46522.0,51650.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,EWS,GN,7016.0,7116.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,EWS,F,8769.0,8769.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,OBC-NCL,GN,12641.0,14390.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,OBC-NCL,F,18349.0,18349.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,SC,GN,4398.0,6918.0,6
2022.0,NIT,NIT Durgapur,MME (BTech),4,OS,SC,F,4938.0,4938.0,6
