Year,Institute,Academic Program Name,Program_Year,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
2021.0,IIITT,CSE (BTech),4,AI,OBC-NCL,F,8345.0,8345.0,6
2021.0,IIITT,CSE (BTech),4,AI,OBC-NCL (PwD),GN,737.0,737.0,6
2021.0,IIITT,CSE (BTech),4,AI,SC,GN,4557.0,5909.0,6
2021.0,IIITT,CSE (BTech),4,AI,SC,F,6073.0,6073.0,6
2021.0,IIITT,CSE (BTech),4,AI,ST,GN,1173.0,2033.0,6
2021.0,IIITT,ECE (BTech),4,AI,OPEN,GN,14155.0,34131.0,6
2021.0,IIITT,ECE (BTech),4,AI,OPEN,F,31492.0,33573.0,6
2021.0,IIITT,ECE (BTech),4,AI,EWS,GN,5187.0,5300.0,6
2021.0,IIITT,ECE (BTech),4,AI,OBC-NCL,GN,8796.0,12756.0,6
2021.0,IIITT,ECE (BTech),4,AI,OBC-NCL,F,11929.0,11929.0,6
2021.0,IIITT,ECE (BTech),4,AI,SC,GN,6711.0,7906.0,6
2021.0,IIITT,ECE (BTech),4,AI,SC,F,7241.0,7241.0,6
2021.0,IIITT,ECE (BTech),4,AI,ST,GN,2784.0,3470.0,6
2021.0,IIITT,ECE (BTech),4,AI,ST,F,3527.0,3527.0,6
2021.0,IIITL,CS (BTech),4,AI,OPEN,GN,5703.0,9237.0,6
2021.0,IIITL,CS (BTech),4,AI,OPEN,F,13743.0,18009.0,6
2021.0,IIITL,CS (BTech),4,AI,OPEN (PwD),GN,600.0,600.0,6
2021.0,IIITL,CS (BTech),4,AI,EWS,GN,1357.0,1408.0,6
2021.0,IIITL,CS (BTech),4,AI,EWS (PwD),F,135.0,135.0,6
2021.0,IIITL,CS (BTech),4,AI,OBC-NCL,GN,2432.0,3879.0,6
2021.0,IIITL,CS (BTech),4,AI,OBC-NCL,F,7844.0,8333.0,6
2021.0,IIITL,CS (BTech),4,AI,OBC-NCL (PwD),GN,363.0,363.0,6
2021.0,IIITL,CS (BTech),4,AI,SC,GN,407.0,2791.0,6
2021.0,IIITL,CS (BTech),4,AI,SC,F,2730.0,4232.0,6
2021.0,IIITL,CS (BTech),4,AI,ST,GN,907.0,1446.0,6
2021.0,IIITL,CS (BTech),4,AI,ST,F,4751.0,4751.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OPEN,GN,6437.0,8869.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OPEN,F,12301.0,15318.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OPEN (PwD),GN,315.0,315.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,EWS,GN,1168.0,1346.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,EWS,F,2838.0,2838.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OBC-NCL,GN,2513.0,3715.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OBC-NCL,F,6167.0,7467.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,OBC-NCL (PwD),GN,228.0,228.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,SC,GN,1688.0,3199.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,SC,F,4219.0,4595.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,ST,GN,1572.0,2068.0,6
2021.0,IIITL,CSE-AI (BTech),4,AI,ST,F,2800.0,2800.0,6
2021.0,IIITL,CSB (BTech),4,AI,OPEN,GN,9459.0,10753.0,6
2021.0,IIITL,CSB (BTech),4,AI,OPEN,F,17899.0,19932.0,6
2021.0,IIITL,CSB (BTech),4,AI,OPEN (PwD),GN,285.0,285.0,6
2021.0,IIITL,CSB (BTech),4,AI,EWS,GN,1508.0,1737.0,6
2021.0,IIITL,CSB (BTech),4,AI,EWS,F,3530.0,3530.0,6
2021.0,IIITL,CSB (BTech),4,AI,OBC-NCL,GN,3648.0,4721.0,6
2021.0,IIITL,CSB (BTech),4,AI,OBC-NCL,F,7258.0,8483.0,6
2021.0,IIITL,CSB (BTech),4,AI,OBC-NCL (PwD),GN,285.0,285.0,6
2021.0,IIITL,CSB (BTech),4,AI,SC,GN,3437.0,3973.0,6
2021.0,IIITL,CSB (BTech),4,AI,SC,F,5049.0,6068.0,6
2021.0,IIITL,CSB (BTech),4,AI,ST,GN,1310.0,2272.0,6
2021.0,IIITL,CSB (BTech),4,AI,ST,F,3658.0,3658.0,6
2021.0,IIITL,IT (BTech),4,AI,OPEN,GN,9293.0,11031.0,6
2021.0,IIITL,IT (BTech),4,AI,OPEN,F,18539.0,20225.0,6
2021.0,IIITL,IT (BTech),4,AI,OPEN (PwD),GN,639.0,639.0,6
2021.0,IIITL,IT (BTech),4,AI,OPEN (PwD),F,1612.0,1612.0,6
2021.0,IIITL,IT (BTech),4,AI,EWS,GN,1438.0,1545.0,6
2021.0,IIITL,IT (BTech),4,AI,EWS,F,3117.0,3117.0,6
2021.0,IIITL,IT (BTech),4,AI,OBC-NCL,GN,3902.0,4638.0,6
2021.0,IIITL,IT (BTech),4,AI,OBC-NCL,F,8957.0,9676.0,6
2021.0,IIITL,IT (BTech),4,AI,OBC-NCL (PwD),GN,396.0,396.0,6
2021.0,IIITL,IT (BTech),4,AI,SC,GN,3462.0,3796.0,6
2021.0,IIITL,IT (BTech),4,AI,SC,F,6265.0,6960.0,6
2021.0,IIITL,IT (BTech),4,AI,ST,GN,2160.0,2524.0,6
2021.0,IIITL,IT (BTech),4,AI,ST,F,4370.0,4370.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,OPEN,GN,18532.0,31578.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,OPEN (PwD),GN,472.0,1080.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,EWS,GN,4805.0,5928.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,OBC-NCL,GN,8923.0,12678.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,SC,GN,4263.0,8871.0,6
2021.0,IIITDWD,CSE (BTech),4,AI,ST,GN,926.0,3945.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,OPEN,GN,21362.0,33907.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,OPEN (PwD),GN,1202.0,1331.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,EWS,GN,5128.0,6232.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,OBC-NCL,GN,8425.0,13728.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,SC,GN,6786.0,9478.0,6
2021.0,IIITDWD,DS-AI (BTech),4,AI,ST,GN,2889.0,4200.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,OPEN,GN,31988.0,39254.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,OPEN (PwD),GN,1677.0,1677.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,EWS,GN,6094.0,6636.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,OBC-NCL,GN,12808.0,14637.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,SC,GN,7867.0,9797.0,6
2021.0,IIITDWD,ECE (BTech),4,AI,ST,GN,3695.0,4296.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,OPEN,GN,22688.0,35867.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,OPEN (PwD),GN,972.0,972.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,EWS,GN,5456.0,6116.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,OBC-NCL,GN,9355.0,13049.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,OBC-NCL (PwD),GN,695.0,695.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,SC,GN,5113.0,6556.0,6
2021.0,IIITDM Kurnool,AI-DS (BTech),4,AI,ST,GN,2300.0,2878.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,OPEN,GN,20417.0,31549.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,OPEN (PwD),GN,678.0,684.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,EWS,GN,4901.0,5681.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,OBC-NCL,GN,7923.0,11822.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,OBC-NCL (PwD),GN,486.0,486.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,SC,GN,4352.0,5964.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,ST,GN,1987.0,2360.0,6
2021.0,IIITDM Kurnool,CSE (BTech),4,AI,ST (PwD),GN,26.0,26.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,OPEN,GN,36573.0,42914.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,OPEN (PwD),GN,1299.0,1299.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,EWS,GN,6505.0,6827.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,OBC-NCL,GN,13414.0,14906.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,SC,GN,6129.0,7676.0,6
2021.0,IIITDM Kurnool,ECE-DM (BTech),4,AI,ST,GN,3023.0,3069.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,OPEN,GN,43082.0,51769.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,OPEN (PwD),GN,1733.0,1733.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,EWS,GN,7863.0,8131.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,OBC-NCL,GN,13861.0,16469.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,SC,GN,8664.0,10061.0,6
2021.0,IIITDM Kurnool,ME-DM (BTech),4,AI,ST,GN,2882.0,3364.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,OPEN,GN,21442.0,34158.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,OPEN,F,16262.0,32140.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,OPEN (PwD),GN,585.0,1464.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,EWS,GN,5225.0,5979.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,OBC-NCL,GN,9716.0,13207.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,OBC-NCL,F,9907.0,13500.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,SC,GN,4088.0,9144.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,SC,F,6544.0,9567.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,ST,GN,2284.0,4252.0,6
2021.0,IIIT Kottayam,CSE (BTech),4,AI,ST,F,3908.0,3908.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,OPEN,GN,31231.0,35997.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,OPEN,F,29976.0,34227.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,EWS,GN,5413.0,6061.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,OBC-NCL,GN,10662.0,13576.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,OBC-NCL,F,14064.0,14064.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,SC,GN,4420.0,8657.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,SC,F,9595.0,9595.0,6
2021.0,IIIT Kottayam,CSE-CyberSec (BTech),4,AI,ST,GN,3689.0,4333.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,OPEN,GN,13824.0,40001.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,OPEN,F,31887.0,32862.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,EWS,GN,6224.0,6470.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,OBC-NCL,GN,13362.0,14797.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,OBC-NCL,F,14442.0,14442.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,SC,GN,9267.0,9814.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,SC,F,10119.0,10119.0,6
2021.0,IIIT Kottayam,ECE (BTech),4,AI,ST,GN,4437.0,4675.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,OPEN,GN,27118.0,35619.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,OPEN (PwD),GN,928.0,1405.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,EWS,GN,5350.0,6026.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,OBC-NCL,GN,9336.0,13354.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,SC,GN,6939.0,9376.0,6
2021.0,IIIT Ranchi,CSE (BTech),4,AI,ST,GN,3083.0,3927.0,6
2021.0,IIIT Ranchi,CSE-DSAI (BTech),4,AI,OPEN,GN,21788.0,33806.0,6
2021.0,IIIT Ranchi,CSE-DSAI (BTech),4,AI,EWS,GN,5419.0,5947.0,6
2021.0,IIIT Ranchi,CSE-DSAI (BTech),4,AI,OBC-NCL,GN,10728.0,12748.0,6
2021.0,IIIT Ranchi,CSE-DSAI (BTech),4,AI,SC,GN,7173.0,9254.0,6
2021.0,IIIT Ranchi,CSE-DSAI (BTech),4,AI,ST,GN,3733.0,4311.0,6
2021.0,IIIT Ranchi,ECE (BTech),4,AI,OPEN,GN,33591.0,44034.0,6
2021.0,IIIT Ranchi,ECE (BTech),4,AI,EWS,GN,6667.0,6913.0,6
2021.0,IIIT Ranchi,ECE (BTech),4,AI,OBC-NCL,GN,14388.0,15545.0,6
2021.0,IIIT Ranchi,ECE (BTech),4,AI,SC,GN,7943.0,10459.0,6
2021.0,IIIT Ranchi,ECE (BTech),4,AI,ST,GN,4268.0,4957.0,6
2021.0,IIIT Ranchi,ECE-ES-IoT (BTech),4,AI,OPEN,GN,29623.0,42245.0,6
2021.0,IIIT Ranchi,ECE-ES-IoT (BTech),4,AI,EWS,GN,6639.0,6649.0,6
2021.0,IIIT Ranchi,ECE-ES-IoT (BTech),4,AI,OBC-NCL,GN,13054.0,15555.0,6
2021.0,IIIT Ranchi,ECE-ES-IoT (BTech),4,AI,SC,GN,4767.0,9933.0,6
2021.0,IIIT Ranchi,ECE-ES-IoT (BTech),4,AI,ST,GN,4263.0,4716.0,6
2021.0,IIITN,CSE (BTech),4,AI,OPEN,GN,17642.0,26772.0,6
2021.0,IIITN,CSE (BTech),4,AI,OPEN (PwD),GN,822.0,1501.0,6
2021.0,IIITN,CSE (BTech),4,AI,EWS,GN,4034.0,4602.0,6
2021.0,IIITN,CSE (BTech),4,AI,OBC-NCL,GN,6824.0,10712.0,6
2021.0,IIITN,CSE (BTech),4,AI,OBC-NCL (PwD),GN,752.0,945.0,6
2021.0,IIITN,CSE (BTech),4,AI,SC,GN,4123.0,7498.0,6
2021.0,IIITN,CSE (BTech),4,AI,ST,GN,2664.0,3915.0,6
2021.0,IIITN,ECE (BTech),4,AI,OPEN,GN,27248.0,35990.0,6
2021.0,IIITN,ECE (BTech),4,AI,OPEN (PwD),GN,506.0,2577.0,6
2021.0,IIITN,ECE (BTech),4,AI,EWS,GN,5606.0,6330.0,6
2021.0,IIITN,ECE (BTech),4,AI,OBC-NCL,GN,10717.0,13592.0,6
2021.0,IIITN,ECE (BTech),4,AI,SC,GN,5903.0,9250.0,6
2021.0,IIITN,ECE (BTech),4,AI,ST,GN,4348.0,4800.0,6
2021.0,IIITP,CSE (BTech),4,AI,OPEN,GN,7279.0,17042.0,6
2021.0,IIITP,CSE (BTech),4,AI,OPEN (PwD),GN,667.0,892.0,6
2021.0,IIITP,CSE (BTech),4,AI,EWS,GN,2349.0,3058.0,6
2021.0,IIITP,CSE (BTech),4,AI,EWS (PwD),GN,178.0,178.0,6
2021.0,IIITP,CSE (BTech),4,AI,OBC-NCL,GN,4496.0,7137.0,6
2021.0,IIITP,CSE (BTech),4,AI,OBC-NCL (PwD),GN,368.0,594.0,6
2021.0,IIITP,CSE (BTech),4,AI,SC,GN,2546.0,4987.0,6
2021.0,IIITP,CSE (BTech),4,AI,ST,GN,366.0,3223.0,6
2021.0,IIITP,ECE (BTech),4,AI,OPEN,GN,17616.0,22289.0,6
2021.0,IIITP,ECE (BTech),4,AI,OPEN (PwD),GN,1133.0,1133.0,6
2021.0,IIITP,ECE (BTech),4,AI,EWS,GN,3718.0,3949.0,6
2021.0,IIITP,ECE (BTech),4,AI,OBC-NCL,GN,5949.0,9262.0,6
2021.0,IIITP,ECE (BTech),4,AI,SC,GN,5435.0,7215.0,6
2021.0,IIITP,ECE (BTech),4,AI,ST,GN,3836.0,4189.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,OPEN,GN,25963.0,39316.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,OPEN,F,37785.0,39031.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,OPEN (PwD),GN,1549.0,2647.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,EWS,GN,6042.0,6478.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,EWS,F,6275.0,6803.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,OBC-NCL,GN,10354.0,14441.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,OBC-NCL,F,14291.0,16795.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,SC,GN,7752.0,9822.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,SC,F,9019.0,9810.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,ST,GN,4136.0,4728.0,6
2021.0,IIIT Bhagalpur,CSE (BTech),4,AI,ST,F,4520.0,4520.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,OPEN,GN,39700.0,45342.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,OPEN,F,40499.0,41074.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,EWS,GN,6882.0,7211.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,EWS,F,7011.0,7011.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,OBC-NCL,GN,14327.0,15668.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,OBC-NCL,F,16975.0,16975.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,SC,GN,10075.0,10644.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,SC,F,10778.0,11423.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,ST,GN,4771.0,5077.0,6
2021.0,IIIT Bhagalpur,ECE (BTech),4,AI,ST,F,5300.0,5300.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,OPEN,GN,43171.0,50551.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,OPEN,F,50856.0,50856.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,EWS,GN,7901.0,8297.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,OBC-NCL,GN,15676.0,17078.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,SC,GN,10223.0,10886.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,SC,F,12094.0,12094.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,ST,GN,5249.0,5462.0,6
2021.0,IIIT Bhagalpur,MCE (BTech),4,AI,ST,F,5443.0,5443.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,OPEN,GN,16672.0,27852.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,OPEN (PwD),GN,1275.0,1275.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,EWS,GN,4185.0,4911.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,OBC-NCL,GN,6769.0,11183.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,SC,GN,4505.0,7248.0,6
2021.0,IIIT Bhopal,CSE (BTech),4,AI,ST,GN,2335.0,4004.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,OPEN,GN,32891.0,38370.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,OPEN (PwD),GN,1763.0,1763.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,EWS,GN,5951.0,6418.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,OBC-NCL,GN,12843.0,14610.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,SC,GN,9129.0,10272.0,6
2021.0,IIIT Bhopal,ECE (BTech),4,AI,ST,GN,4219.0,4624.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,OPEN,GN,22535.0,32087.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,OPEN (PwD),GN,1334.0,1334.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,EWS,GN,4970.0,5581.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,OBC-NCL,GN,11222.0,12790.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,SC,GN,7483.0,9021.0,6
2021.0,IIIT Bhopal,IT (BTech),4,AI,ST,GN,3198.0,4603.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,OPEN,GN,11420.0,21541.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,OPEN (PwD),GN,424.0,424.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,EWS,GN,3156.0,3585.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,EWS (PwD),GN,137.0,137.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,OBC-NCL,GN,5110.0,8042.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,OBC-NCL (PwD),GN,478.0,478.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,SC,GN,2566.0,6342.0,6
2021.0,IIIT Surat,CSE (BTech),4,AI,ST,GN,3310.0,3599.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,OPEN,GN,21777.0,27087.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,OPEN (PwD),GN,1075.0,1640.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,EWS,GN,4077.0,4464.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,OBC-NCL,GN,8571.0,10759.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,OBC-NCL (PwD),GN,877.0,877.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,SC,GN,6410.0,8030.0,6
2021.0,IIIT Surat,ECE (BTech),4,AI,ST,GN,3641.0,4494.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,OPEN,GN,35596.0,40963.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,OPEN (PwD),GN,2516.0,2516.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,EWS,GN,6231.0,7051.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,OBC-NCL,GN,12989.0,14817.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,SC,GN,7096.0,9732.0,6
2021.0,IIIT Agartala,CSE (BTech),4,AI,ST,GN,4293.0,4525.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,OPEN,GN,21546.0,26361.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,OPEN,F,24417.0,31111.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,OPEN (PwD),GN,1273.0,1273.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,EWS,GN,3905.0,5117.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,EWS,F,5251.0,5251.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,OBC-NCL,GN,8195.0,11122.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,OBC-NCL,F,13643.0,14535.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,SC,GN,5432.0,7618.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,SC,F,5379.0,5379.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,ST,GN,2743.0,3158.0,6
2021.0,IIIT Raichur,CSE (BTech),4,AI,ST,F,3767.0,3767.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,OPEN,GN,20254.0,32346.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,OPEN,F,26902.0,32782.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,OPEN (PwD),GN,1624.0,1708.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,EWS,GN,4915.0,5555.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,EWS,F,5240.0,6056.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,OBC-NCL,GN,8276.0,11535.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,OBC-NCL,F,15178.0,16435.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,SC,GN,3313.0,8535.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,SC,F,6528.0,9003.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,ST,GN,3149.0,4357.0,6
2021.0,IIIT VICD,CSE (BTech),4,AI,ST,F,4338.0,4338.0,6
,,,,,,,,,
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OPEN,GN,5198.0,6763.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OPEN,F,9546.0,11773.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OPEN (PwD),GN,347.0,347.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,EWS,GN,935.0,1093.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,EWS,F,2065.0,2065.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OBC-NCL,GN,2045.0,2719.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OBC-NCL,F,5046.0,5482.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,OBC-NCL (PwD),GN,194.0,194.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,SC,GN,297.0,1464.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,SC,F,1852.0,2448.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,SC (PwD),GN,62.0,62.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,ST,GN,280.0,601.0,6
2022.0,ABV-IIITMG,CSE (BTech),4,AI,ST,F,1030.0,1030.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OPEN,GN,6932.0,11191.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OPEN,F,12517.0,16910.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OPEN (PwD),GN,399.0,399.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,EWS,GN,1567.0,1776.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,EWS,F,3015.0,3491.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,EWS (PwD),GN,102.0,102.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OBC-NCL,GN,2806.0,4363.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OBC-NCL,F,6657.0,8419.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,OBC-NCL (PwD),GN,248.0,248.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,SC,GN,1581.0,2948.0,6
2022.0,ABV-IIITMG,Int BTech+MTech (IT),5,AI,SC,F,2683.0,5119.0,6
