year,institute_name,institute_type,overall_avg_ctc,cse_avg_ctc,ece_avg_ctc,cse_vs_ece_gap,ee_avg_ctc,me_avg_ctc,civil_avg_ctc,chemical_avg_ctc,city,state,city_tier,total_fee_4yr,total_fee_5yr,hostel_available,campus_area,infra_rating,campus_status,offers_5yr_program
2021,iit bhilai,IIT,12.0,14.72,10.37,4.350000000000001,10.37,6.96,,,Bhilai,Chhattisgarh,2,929000,1319000.0,True,447.0,4.1,Available,True
2021,iit bhubaneswar,IIT,16.27,16.27,20.3,-4.030000000000001,19.4,12.0,,,Bhubaneswar,Odisha,2,905560,1128000.0,True,936.0,4.3,Available,True
2021,iit bombay,IIT,20.8,17.91,18.17,-0.2600000000000015,20.08,17.91,,,Bombay,Maharashtra,1,882500,2383000.0,True,550.0,4.9,Available,True
2021,iit delhi,IIT,17.6,17.81,17.6,0.2099999999999973,17.6,17.6,,,Delhi,Delhi,1,862550,1233000.0,True,350.0,4.9,Available,True
2021,iit dhanbad,IIT,10.0,19.72,15.0,4.719999999999999,19.72,14.08,,,Dhanbad,Jharkhand,2,1201000,1038000.0,True,458.0,4.6,Available,True
2021,iit dharwad,IIT,10.0,21.3,8.0,13.3,12.63,12.63,,,Dharwad,Karnataka,2,919000,1131000.0,False,470.0,4.0,Available,True
2021,iit gandhinagar,IIT,9.0,15.35,15.0,0.3499999999999996,19.6,19.6,,,Gandhinagar,Gujarat,2,879454,1000000.0,True,450.0,4.8,Available,True
2021,iit goa,IIT,11.6,15.32,16.0,-0.6799999999999997,15.92,15.92,,,Goa,Goa,2,852568,1000000.0,True,320.0,4.0,Available,True
2021,iit guwahati,IIT,23.42,21.06,6.48,14.579999999999998,25.93,21.42,,,Guwahati,Assam,2,903700,904000.0,True,704.0,4.9,Available,True
2021,iit hyderabad,IIT,15.41,20.32,24.0,-3.68,26.1,22.5,,,Hyderabad,Telangana,1,942552,2250000.0,True,576.0,4.9,Available,True
2021,iit indore,IIT,23.5,23.5,21.2,2.3000000000000007,25.7,21.88,,,Indore,Madhya Pradesh,2,881000,1440000.0,True,501.0,4.7,Available,True
2021,iit jammu,IIT,12.2,11.36,11.36,0.0,11.36,14.2,,,Jammu,Jammu and Kashmir,2,1060000,1069000.0,True,400.0,4.0,Available,True
2021,iit jodhpur,IIT,24.38,12.0,12.0,0.0,12.0,12.0,,,Jodhpur,Rajasthan,2,1033000,255000.0,True,852.0,4.8,Available,True
2021,iit kanpur,IIT,29.0,29.0,27.6,1.3999999999999986,27.6,19.7,,,Kanpur,Uttar Pradesh,2,918880,1077000.0,True,1055.0,4.7,Available,True
2021,iit kharagpur,IIT,19.0,15.0,21.28,-6.280000000000001,21.14,15.0,,,Kharagpur,West Bengal,3,1065980,1118000.0,True,2100.0,4.8,Available,True
2021,iit madras,IIT,20.58,52.32,18.43,33.89,27.28,18.5,,,Chennai,Tamil Nadu,1,938668,939000.0,True,620.0,4.8,Available,True
2021,iit mandi,IIT,18.0,13.5,20.85,-7.350000000000001,20.85,13.36,,,Mandi,Himachal Pradesh,3,825000,1071000.0,True,538.0,4.1,Available,True
2021,iit palakkad,IIT,11.42,11.42,11.42,0.0,15.88,11.42,,,Palakkad,Kerala,3,905960,1000000.0,True,500.0,4.0,Available,True
2021,iit patna,IIT,16.7,17.13,17.13,0.0,14.76,12.62,,,Patna,Bihar,2,999250,1000000.0,True,501.0,4.2,Available,True
2021,iit roorkee,IIT,40.0,16.0,23.52,-7.52,13.12,16.5,,,Roorkee,Uttarakhand,2,887000,1049000.0,True,365.0,4.8,Available,True
2021,iit ropar,IIT,14.56,15.85,22.09,-6.24,22.09,22.09,,,Ropar,Punjab,2,1003000,948000.0,True,545.0,4.5,Available,True
2021,iit tirupati,IIT,11.0,11.0,11.0,0.0,11.0,11.0,,,Tirupati,Andhra Pradesh,2,881680,882000.0,True,539.0,3.9,Available,True
2021,iit varanasi,IIT,11.5,18.34,21.89,-3.5500000000000007,17.81,17.81,,,Varanasi,Uttar Pradesh,2,835000,1041000.0,True,1300.0,4.2,Available,True
2022,iit bhilai,IIT,14.12,17.55,14.04,3.5100000000000016,14.04,10.15,,,Bhilai,Chhattisgarh,2,929000,1319000.0,True,447.0,4.1,Available,True
2022,iit bhubaneswar,IIT,18.95,22.4,21.2,1.1999999999999993,20.94,10.34,,,Bhubaneswar,Odisha,2,905560,1128000.0,True,936.0,4.3,Available,True
2022,iit bombay,IIT,21.5,49.6,21.5,28.1,23.5,20.65,,,Bombay,Maharashtra,1,882500,2383000.0,True,550.0,4.9,Available,True
2022,iit delhi,IIT,20.5,24.45,20.5,3.9499999999999993,20.5,21.9,,,Delhi,Delhi,1,862550,1233000.0,True,350.0,4.9,Available,True
2022,iit dhanbad,IIT,17.3,19.72,15.0,4.719999999999999,21.0,17.56,,,Dhanbad,Jharkhand,2,1201000,1038000.0,True,458.0,4.6,Available,True
2022,iit dharwad,IIT,15.17,18.53,12.56,5.970000000000001,12.56,15.17,,,Dharwad,Karnataka,2,919000,1131000.0,False,470.0,4.0,Available,True
2022,iit gandhinagar,IIT,15.35,15.35,14.17,1.1799999999999995,17.67,10.43,,,Gandhinagar,Gujarat,2,879454,1000000.0,True,450.0,4.8,Available,True
2022,iit goa,IIT,23.4,27.03,30.75,-3.719999999999999,30.75,12.28,,,Goa,Goa,2,852568,1000000.0,True,320.0,4.0,Available,True
2022,iit guwahati,IIT,26.27,30.0,25.93,4.07,25.93,19.0,,,Guwahati,Assam,2,903700,904000.0,True,704.0,4.9,Available,True
2022,iit hyderabad,IIT,20.7,27.11,29.0,-1.8900000000000008,29.75,19.73,,,Hyderabad,Telangana,1,942552,2250000.0,True,576.0,4.9,Available,True
2022,iit indore,IIT,23.5,22.56,21.2,1.3599999999999994,25.7,16.62,,,Indore,Madhya Pradesh,2,881000,1440000.0,True,501.0,4.7,Available,True
2022,iit jammu,IIT,19.34,23.19,18.65,4.540000000000003,18.65,15.12,,,Jammu,Jammu and Kashmir,2,1060000,1069000.0,True,400.0,4.0,Available,True
2022,iit jodhpur,IIT,24.0,28.0,14.0,14.0,20.0,12.0,,,Jodhpur,Rajasthan,2,1033000,255000.0,True,852.0,4.8,Available,True
2022,iit kanpur,IIT,29.7,42.89,29.57,13.32,33.04,25.18,,,Kanpur,Uttar Pradesh,2,918880,1077000.0,True,1055.0,4.7,Available,True
2022,iit kharagpur,IIT,45.43,18.75,21.28,-2.530000000000001,21.14,13.5,,,Kharagpur,West Bengal,3,1065980,1118000.0,True,2100.0,4.8,Available,True
2022,iit madras,IIT,17.0,52.32,21.0,31.32,27.28,18.5,,,Chennai,Tamil Nadu,1,938668,939000.0,True,620.0,4.8,Available,True
2022,iit mandi,IIT,25.23,33.68,25.0,8.68,21.0,13.47,,,Mandi,Himachal Pradesh,3,825000,1071000.0,True,538.0,4.1,Available,True
2022,iit palakkad,IIT,13.93,13.93,12.7,1.2300000000000004,12.7,10.33,,,Palakkad,Kerala,3,905960,1000000.0,True,500.0,4.0,Available,True
2022,iit patna,IIT,28.26,28.26,28.86,-0.5999999999999979,33.04,18.22,,,Patna,Bihar,2,999250,1000000.0,True,501.0,4.2,Available,True
2022,iit roorkee,IIT,16.8,17.0,23.52,-6.52,16.8,15.0,,,Roorkee,Uttarakhand,2,887000,1049000.0,True,365.0,4.8,Available,True
2022,iit ropar,IIT,20.24,20.24,22.09,-1.8500000000000016,30.75,20.24,,,Ropar,Punjab,2,1003000,948000.0,True,545.0,4.5,Available,True
2022,iit tirupati,IIT,15.54,24.94,15.54,9.400000000000002,14.1,15.54,,,Tirupati,Andhra Pradesh,2,881680,882000.0,True,539.0,3.9,Available,True
2022,iit varanasi,IIT,21.89,21.89,27.5,-5.609999999999999,26.57,21.89,,,Varanasi,Uttar Pradesh,2,835000,1041000.0,True,1300.0,4.2,Available,True
2023,iit bhilai,IIT,15.31,18.97,18.97,0.0,14.03,12.57,,,Bhilai,Chhattisgarh,2,929000,1319000.0,True,447.0,4.1,Available,True
2023,iit bhubaneswar,IIT,17.16,23.21,19.25,3.960000000000001,19.05,12.57,,,Bhubaneswar,Odisha,2,905560,1128000.0,True,936.0,4.3,Available,True
2023,iit bombay,IIT,21.82,23.5,21.82,1.6799999999999995,23.5,22.7,,,Bombay,Maharashtra,1,882500,2383000.0,True,550.0,4.9,Available,True
2023,iit delhi,IIT,20.0,20.0,23.65,-3.6499999999999986,20.5,20.0,,,Delhi,Delhi,1,862550,1233000.0,True,350.0,4.9,Available,True
2023,iit dhanbad,IIT,15.66,27.29,24.02,3.2699999999999996,17.56,14.91,,,Dhanbad,Jharkhand,2,1201000,1038000.0,True,458.0,4.6,Available,True
2023,iit dharwad,IIT,17.0,21.38,14.69,6.6899999999999995,14.69,9.44,,,Dharwad,Karnataka,2,919000,1131000.0,False,470.0,4.0,Available,True
2023,iit gandhinagar,IIT,19.6,29.29,19.6,9.689999999999998,17.88,23.25,,,Gandhinagar,Gujarat,2,879454,1000000.0,True,450.0,4.8,Available,True
2023,iit goa,IIT,17.19,21.52,16.99,4.530000000000001,16.99,14.76,,,Goa,Goa,2,852568,1000000.0,True,320.0,4.0,Available,True
2023,iit guwahati,IIT,25.75,41.0,11.0,30.0,27.3,11.89,,,Guwahati,Assam,2,903700,904000.0,True,704.0,4.9,Available,True
2023,iit hyderabad,IIT,26.51,24.32,28.07,-3.75,27.54,20.73,,,Hyderabad,Telangana,1,942552,2250000.0,True,576.0,4.9,Available,True
2023,iit indore,IIT,25.45,32.6,25.7,6.900000000000002,25.7,23.5,,,Indore,Madhya Pradesh,2,881000,1440000.0,True,501.0,4.7,Available,True
2023,iit jammu,IIT,17.0,24.05,19.16,4.890000000000001,19.16,14.19,,,Jammu,Jammu and Kashmir,2,1060000,1069000.0,True,400.0,4.0,Available,True
2023,iit jodhpur,IIT,16.0,23.0,22.0,1.0,22.0,19.0,,,Jodhpur,Rajasthan,2,1033000,255000.0,True,852.0,4.8,Available,True
2023,iit kanpur,IIT,26.27,52.8,18.14,34.66,33.04,28.7,,,Kanpur,Uttar Pradesh,2,918880,1077000.0,True,1055.0,4.7,Available,True
2023,iit kharagpur,IIT,24.0,24.0,21.28,2.719999999999999,21.14,15.0,,,Kharagpur,West Bengal,3,1065980,1118000.0,True,2100.0,4.8,Available,True
2023,iit madras,IIT,17.0,52.32,27.0,25.32,27.28,18.5,,,Chennai,Tamil Nadu,1,938668,939000.0,True,620.0,4.8,Available,True
2023,iit mandi,IIT,22.0,34.46,22.38,12.080000000000002,24.58,13.36,,,Mandi,Himachal Pradesh,3,825000,1071000.0,True,538.0,4.1,Available,True
2023,iit palakkad,IIT,13.95,21.16,11.58,9.58,12.7,11.6,,,Palakkad,Kerala,3,905960,1000000.0,True,500.0,4.0,Available,True
2023,iit patna,IIT,20.0,24.56,11.42,13.14,33.04,24.56,,,Patna,Bihar,2,999250,1000000.0,True,501.0,4.2,Available,True
2023,iit roorkee,IIT,18.34,18.34,18.34,0.0,18.34,18.34,,,Roorkee,Uttarakhand,2,887000,1049000.0,True,365.0,4.8,Available,True
2023,iit ropar,IIT,22.09,20.24,20.99,-0.75,23.12,20.99,,,Ropar,Punjab,2,1003000,948000.0,True,545.0,4.5,Available,True
2023,iit tirupati,IIT,25.25,25.25,16.51,8.739999999999998,16.51,12.3,,,Tirupati,Andhra Pradesh,2,881680,882000.0,True,539.0,3.9,Available,True
2023,iit varanasi,IIT,22.77,21.04,22.77,-1.7300000000000004,26.57,22.77,,,Varanasi,Uttar Pradesh,2,835000,1041000.0,True,1300.0,4.2,Available,True
2024,iit bhilai,IIT,13.09,18.97,18.97,0.0,12.26,9.64,,,Bhilai,Chhattisgarh,2,929000,1319000.0,True,447.0,4.1,Available,True
2024,iit bhubaneswar,IIT,17.1,22.6,20.3,2.3000000000000007,19.4,12.0,,,Bhubaneswar,Odisha,2,905560,1128000.0,True,936.0,4.3,Available,True
2024,iit bombay,IIT,24.0,23.5,23.5,0.0,23.5,23.5,,,Bombay,Maharashtra,1,882500,2383000.0,True,550.0,4.9,Available,True
2024,iit delhi,IIT,21.9,36.9,23.65,13.25,25.0,20.0,,,Delhi,Delhi,1,862550,1233000.0,True,350.0,4.9,Available,True
2024,iit dhanbad,IIT,15.66,24.77,20.97,3.8000000000000007,17.58,14.08,,,Dhanbad,Jharkhand,2,1201000,1038000.0,True,458.0,4.6,Available,True
2024,iit dharwad,IIT,12.63,17.41,12.63,4.779999999999999,13.97,12.63,,,Dharwad,Karnataka,2,919000,1131000.0,False,470.0,4.0,Available,True
2024,iit gandhinagar,IIT,18.2,27.73,23.54,4.190000000000001,23.54,15.52,,,Gandhinagar,Gujarat,2,879454,1000000.0,True,450.0,4.8,Available,True
2024,iit goa,IIT,15.92,15.92,15.92,0.0,15.92,12.37,,,Goa,Goa,2,852568,1000000.0,True,320.0,4.0,Available,True
2024,iit guwahati,IIT,25.75,39.91,27.3,12.609999999999996,25.93,18.19,,,Guwahati,Assam,2,903700,904000.0,True,704.0,4.9,Available,True
2024,iit hyderabad,IIT,22.5,22.5,22.5,0.0,26.11,22.5,,,Hyderabad,Telangana,1,942552,2250000.0,True,576.0,4.9,Available,True
2024,iit indore,IIT,25.45,30.89,26.04,4.850000000000001,26.04,22.17,,,Indore,Madhya Pradesh,2,881000,1440000.0,True,501.0,4.7,Available,True
2024,iit jammu,IIT,17.0,19.0,15.0,4.0,15.0,14.2,,,Jammu,Jammu and Kashmir,2,1060000,1069000.0,True,400.0,4.0,Available,True
2024,iit jodhpur,IIT,21.3,26.31,22.0,4.309999999999999,22.0,19.5,,,Jodhpur,Rajasthan,2,1033000,255000.0,True,852.0,4.8,Available,True
2024,iit kanpur,IIT,26.27,52.8,27.6,25.199999999999996,27.6,26.27,,,Kanpur,Uttar Pradesh,2,918880,1077000.0,True,1055.0,4.7,Available,True
2024,iit kharagpur,IIT,24.0,24.0,21.0,3.0,21.0,20.43,,,Kharagpur,West Bengal,3,1065980,1118000.0,True,2100.0,4.8,Available,True
2024,iit madras,IIT,17.0,52.32,27.28,25.04,27.28,18.5,,,Chennai,Tamil Nadu,1,938668,939000.0,True,620.0,4.8,Available,True
2024,iit mandi,IIT,22.38,26.55,17.75,8.8,17.75,13.36,,,Mandi,Himachal Pradesh,3,825000,1071000.0,True,538.0,4.1,Available,True
2024,iit palakkad,IIT,19.76,19.09,11.58,7.51,15.88,11.8,,,Palakkad,Kerala,3,905960,1000000.0,True,500.0,4.0,Available,True
2024,iit patna,IIT,17.0,17.0,17.0,0.0,17.0,17.0,,,Patna,Bihar,2,999250,1000000.0,True,501.0,4.2,Available,True
2024,iit roorkee,IIT,20.0,34.07,23.52,10.55,22.1,19.56,,,Roorkee,Uttarakhand,2,887000,1049000.0,True,365.0,4.8,Available,True
2024,iit ropar,IIT,22.09,22.09,22.09,0.0,22.09,22.09,,,Ropar,Punjab,2,1003000,948000.0,True,545.0,4.5,Available,True
2024,iit tirupati,IIT,10.57,25.25,16.65,8.600000000000001,16.65,10.95,,,Tirupati,Andhra Pradesh,2,881680,882000.0,True,539.0,3.9,Available,True
2024,iit varanasi,IIT,22.56,34.87,27.47,7.399999999999999,24.81,19.03,,,Varanasi,Uttar Pradesh,2,835000,1041000.0,True,1300.0,4.2,Available,True
2020,iiest shibpur,NIT,7.3,9.5,16.5,-7.0,8.0,7.3,5.75,6.417747171406983,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2020,nit jaipur,NIT,9.1,18.39,9.1,9.29,9.94,13.2,6.0,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2020,nit allahabad,NIT,17.19,17.68,11.0,6.68,17.68,17.68,6.54,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2020,nit agartala,NIT,6.95,14.71,13.83,0.8800000000000008,15.0,6.5,6.95,7.0,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2020,nit andhra pradesh,NIT,6.54,10.7,6.29,4.409999999999999,6.54,6.0,6.54,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2020,nit arunachal pradesh,NIT,6.2,7.2,7.2,0.0,7.2,7.2,7.2,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2020,nit calicut,NIT,17.68,17.68,12.11,5.57,12.11,8.0,12.0,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2020,nit delhi,NIT,8.8,11.2,9.0,2.1999999999999993,6.4,8.8,15.59,7.736462343613898,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2020,nit durgapur,NIT,8.0,21.45,17.49,3.960000000000001,14.61,9.72,8.0,8.87,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2020,nit goa,NIT,10.87,9.95,8.5,1.4499999999999993,7.56,6.63,5.83,9.556289281259438,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2020,nit hamirpur,NIT,12.84,15.75,13.0,2.75,6.5,5.0,6.77,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2020,nit jalandhar,NIT,10.0,8.57,14.0,-5.43,11.6,7.91,7.15,7.45,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2020,nit jamshedpur,NIT,14.7,12.63,12.63,0.0,12.63,10.91,12.63,10.2,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2020,nit kurukshetra,NIT,11.37,17.63,9.0,8.629999999999999,10.49,8.23,7.88,9.99586100532841,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2020,nit manipur,NIT,6.0,6.0,6.5,-0.5,6.0,6.0,6.0,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2020,nit meghalaya,NIT,9.7,9.7,9.7,0.0,9.7,9.7,9.7,8.527691446938045,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2020,nit mizoram,NIT,8.4,8.4,8.4,0.0,8.4,7.45,8.4,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2020,nit nagaland,NIT,5.32,4.22,5.25,-1.0300000000000002,5.25,4.56,4.22,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2020,nit patna,NIT,9.9,14.0,9.9,4.1,9.9,9.9,9.9,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2020,nit puducherry,NIT,8.0,6.8,7.9,-1.1000000000000003,7.9,7.9,7.9,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2020,nit raipur,NIT,10.8,10.8,10.8,0.0,10.8,7.77,8.53,7.6,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2020,nit rourkela,NIT,8.0,13.8,10.6,3.200000000000001,13.62,9.8,10.5,9.36,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2020,nit sikkim,NIT,9.5,6.0,12.57,-6.57,10.0,7.5,6.98,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2020,nit silchar,NIT,13.34,13.86,13.34,0.5199999999999996,13.34,13.34,6.03,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2020,nit srinagar,NIT,6.25,13.8,10.7,3.1000000000000014,9.42,9.2,8.6,6.25,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2020,nit surathkal,NIT,19.66,19.66,16.25,3.41,16.25,18.26,16.25,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2020,nit trichy,NIT,12.0,12.93,12.93,0.0,9.5,9.16,6.5,12.93,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2020,nit uttarakhand,NIT,9.48,9.45,10.36,-0.91,8.43,5.92,6.0,8.334279888347698,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2020,nit warangal,NIT,14.35,18.55,9.4,9.15,22.0,17.29,14.35,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2020,nit nagpur,NIT,10.0,11.94,15.0,-3.0600000000000005,10.63,10.11,8.1,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2021,iiest shibpur,NIT,20.0,9.5,16.5,-7.0,6.5,7.3,5.75,17.58286896275886,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2021,nit jaipur,NIT,10.0,18.39,18.01,0.379999999999999,9.94,13.2,10.0,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2021,nit allahabad,NIT,17.19,19.08,17.68,1.3999999999999986,17.68,17.68,11.4,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2021,nit agartala,NIT,6.0,14.71,13.83,0.8800000000000008,15.0,8.23,6.0,7.0,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2021,nit andhra pradesh,NIT,6.29,10.7,6.29,4.409999999999999,6.29,6.47,6.47,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2021,nit arunachal pradesh,NIT,7.2,7.2,7.2,0.0,7.2,7.2,7.2,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2021,nit calicut,NIT,17.14,17.14,12.11,5.030000000000001,12.11,12.6,8.09,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2021,nit delhi,NIT,12.2,12.2,8.4,3.799999999999999,8.1,8.8,15.59,10.725550067282905,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2021,nit durgapur,NIT,8.0,21.45,17.49,3.960000000000001,14.61,9.72,7.39,8.87,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2021,nit goa,NIT,7.61,9.95,8.5,1.4499999999999993,7.56,7.0,5.83,6.690281640329745,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2021,nit hamirpur,NIT,12.84,6.5,9.5,-3.0,6.5,6.5,6.77,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2021,nit jalandhar,NIT,8.5,8.5,14.0,-5.5,11.6,7.91,7.12,7.45,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2021,nit jamshedpur,NIT,14.7,14.0,12.63,1.3699999999999992,12.63,12.63,12.63,10.2,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2021,nit kurukshetra,NIT,11.37,15.54,5.0,10.54,10.49,11.37,7.88,9.99586100532841,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2021,nit manipur,NIT,8.21,8.21,6.5,1.7100000000000009,6.4,6.0,8.21,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2021,nit meghalaya,NIT,10.5,17.95,9.7,8.25,9.7,9.7,9.7,9.2310062054484,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2021,nit mizoram,NIT,7.35,8.4,8.4,0.0,8.4,7.45,8.4,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2021,nit nagaland,NIT,8.09,4.22,4.22,0.0,5.25,3.0,4.22,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2021,nit patna,NIT,17.13,9.9,9.9,0.0,9.9,9.9,9.9,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2021,nit puducherry,NIT,10.0,6.8,7.9,-1.1000000000000003,7.9,10.0,7.9,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2021,nit raipur,NIT,10.8,10.8,12.93,-2.129999999999999,10.7,10.8,8.53,7.6,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2021,nit rourkela,NIT,9.8,20.88,33.0,-12.12,14.82,9.8,10.5,9.36,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2021,nit sikkim,NIT,7.11,10.24,8.79,1.450000000000001,10.0,7.5,7.11,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2021,nit silchar,NIT,13.34,13.34,13.34,0.0,13.34,13.34,13.34,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2021,nit srinagar,NIT,6.25,13.8,10.7,3.1000000000000014,9.42,9.2,8.67,6.25,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2021,nit surathkal,NIT,21.33,21.33,16.25,5.079999999999998,16.25,18.26,16.25,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2021,nit trichy,NIT,10.9,11.0,12.93,-1.9299999999999995,9.5,8.7,6.5,12.0,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2021,nit uttarakhand,NIT,8.43,9.45,10.36,-0.91,8.03,5.92,6.0,7.411179267802858,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2021,nit warangal,NIT,13.0,13.0,9.4,3.5999999999999996,16.0,17.29,14.35,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2021,nit nagpur,NIT,10.0,11.94,15.5,-3.5600000000000005,11.16,10.11,7.37,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2022,iiest shibpur,NIT,7.3,7.3,16.5,-9.2,7.2,7.84,5.75,6.417747171406983,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2022,nit jaipur,NIT,12.43,18.39,18.01,0.379999999999999,9.94,13.2,7.03,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2022,nit allahabad,NIT,17.19,17.19,17.19,0.0,17.68,17.19,17.19,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2022,nit agartala,NIT,14.71,14.71,13.83,0.8800000000000008,11.2,8.23,7.0,7.0,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2022,nit andhra pradesh,NIT,7.05,10.7,7.8,2.8999999999999995,7.5,6.8,5.9,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2022,nit arunachal pradesh,NIT,8.6,7.2,7.2,0.0,6.77,8.49,5.38,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2022,nit calicut,NIT,12.58,20.55,12.11,8.440000000000001,12.11,12.6,8.09,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2022,nit delhi,NIT,17.14,21.44,16.6,4.84,10.81,8.8,15.59,15.068518701084342,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2022,nit durgapur,NIT,4.5,4.5,4.5,0.0,4.5,4.5,7.78,8.17,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2022,nit goa,NIT,13.1,10.87,8.5,2.369999999999999,7.56,6.63,5.83,11.516779170607052,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2022,nit hamirpur,NIT,7.54,7.54,7.54,0.0,7.54,7.54,9.9,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2022,nit jalandhar,NIT,11.87,17.44,12.44,5.000000000000002,11.6,11.87,6.94,7.76,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
